Area;Tema;Subtema;Frecuente;Microtema;Fuentes;Estado;Anki;Repasos;FechaEstudio;FechaUltimoRepaso;FechaProximoRepaso;MinutosDedicados
Urgencias y Emergencias;Shock, sepsis y metabolico;Shock y sepsis;si;Sepsis y shock septico: paquetes de la primera hora;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Shock, sepsis y metabolico;Shock y sepsis;si;Fluidoterapia y drogas vasoactivas basicas;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Shock, sepsis y metabolico;Urgencias metabolicas y endocrinas;no;Cetoacidosis diabetica y estado hiperosmolar;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Shock, sepsis y metabolico;Urgencias metabolicas y endocrinas;no;Hipoglucemia grave;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Shock, sepsis y metabolico;Urgencias metabolicas y endocrinas;no;Alteraciones del potasio, del sodio y del calcio;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Shock, sepsis y metabolico;Urgencias metabolicas y endocrinas;no;Crisis tiroidea e insuficiencia suprarrenal aguda;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Abdomen agudo;no;Dolor abdominal agudo: orientacion por localizacion;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Abdomen agudo;no;Hemorragia digestiva alta y baja;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Abdomen agudo;no;Pancreatitis aguda y patologia biliar;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Urologicas y ginecologicas;no;Colico renal y uropatia obstructiva;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Urologicas y ginecologicas;no;Retencion aguda de orina y sondaje;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Urologicas y ginecologicas;no;Urgencias ginecologicas: gestacion ectopica, EPI, metrorragia;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Psiquiatricas y sociales;no;Agitacion psicomotriz: contencion verbal, farmacologica y mecanica;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Psiquiatricas y sociales;no;Conducta suicida en urgencias;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias abdominales, urologicas y otras;Psiquiatricas y sociales;no;Sospecha de violencia y parte de lesiones;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Trauma;Atencion inicial al politraumatizado;no;Valoracion primaria ABCDE y control de hemorragia;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Trauma;Atencion inicial al politraumatizado;no;Traumatismo craneoencefalico: criterios de TC y observacion;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Trauma;Atencion inicial al politraumatizado;no;Traumatismo toracico y abdominal;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Trauma;Atencion inicial al politraumatizado;no;Heridas, quemaduras y manejo del dolor agudo;;sin_empezar;no;0;;;;0
Emergencias Extrahospitalarias;Emergencias extrahospitalarias;Organizacion y escena;no;Aproximacion a la escena y seguridad;;sin_empezar;no;0;;;;0
Emergencias Extrahospitalarias;Emergencias extrahospitalarias;Organizacion y escena;no;Triaje prehospitalario (metodo START/SHORT);;sin_empezar;no;0;;;;0
Emergencias Extrahospitalarias;Emergencias extrahospitalarias;Organizacion y escena;no;Incidente de multiples victimas y catastrofes;;sin_empezar;no;0;;;;0
Emergencias Extrahospitalarias;Emergencias extrahospitalarias;Organizacion y escena;no;Comunicacion, transferencia y registro;;sin_empezar;no;0;;;;0
Emergencias Extrahospitalarias;Emergencias extrahospitalarias;Tecnicas y transporte;no;"Movilizacion e inmovilizacion; retirada de casco";;sin_empezar;no;0;;;;0
Emergencias Extrahospitalarias;Emergencias extrahospitalarias;Tecnicas y transporte;no;Fisiopatologia del transporte sanitario;;sin_empezar;no;0;;;;0
Emergencias Extrahospitalarias;Emergencias extrahospitalarias;Tecnicas y transporte;no;Material y farmacos del vehiculo asistencial;;sin_empezar;no;0;;;;0
Emergencias Extrahospitalarias;Emergencias extrahospitalarias;Tecnicas y transporte;no;Atencion al parto extrahospitalario y reanimacion neonatal;;sin_empezar;no;0;;;;0
Dermatoscopia;Dermatoscopia diagnostica;Fundamentos;no;Estructuras y colores dermatoscopicos basicos;;sin_empezar;no;0;;;;0
Dermatoscopia;Dermatoscopia diagnostica;Fundamentos;no;Algoritmo en dos pasos: melanocitico vs no melanocitico;;sin_empezar;no;0;;;;0
Dermatoscopia;Dermatoscopia diagnostica;Fundamentos;no;Patrones de lesiones melanociticas benignas;;sin_empezar;no;0;;;;0
Dermatoscopia;Dermatoscopia diagnostica;Diagnostico de malignidad;si;Criterios de melanoma: analisis de patrones y regla de los 7 puntos;;sin_empezar;no;0;;;;0
Dermatoscopia;Dermatoscopia diagnostica;Diagnostico de malignidad;si;Melanoma lentiginoso facial y acral;;sin_empezar;no;0;;;;0
Dermatoscopia;Dermatoscopia diagnostica;Diagnostico de malignidad;si;Carcinoma basocelular: criterios dermatoscopicos;;sin_empezar;no;0;;;;0
Dermatoscopia;Dermatoscopia diagnostica;Diagnostico de malignidad;si;Queratosis seborreica, angioma y lesiones no melanociticas frecuentes;;sin_empezar;no;0;;;;0
Dermatoscopia;Dermatoscopia diagnostica;Diagnostico de malignidad;si;Dermatoscopia de la consulta: flujo y seguimiento digital;;sin_empezar;no;0;;;;0
MIR;Preparacion MIR;Preguntas de examen;no;Bloque semanal de preguntas MIR: cardiologia y neumologia;;sin_empezar;no;0;;;;0
MIR;Preparacion MIR;Preguntas de examen;no;Bloque semanal de preguntas MIR: digestivo y nefrologia;;sin_empezar;no;0;;;;0
MIR;Preparacion MIR;Preguntas de examen;no;Bloque semanal de preguntas MIR: infecciosas y farmacologia;;sin_empezar;no;0;;;;0
MIR;Preparacion MIR;Preguntas de examen;no;Bloque semanal de preguntas MIR: neurologia y psiquiatria;;sin_empezar;no;0;;;;0
MIR;Preparacion MIR;Preguntas de examen;no;Analisis de falladas y estadistica del test;;sin_empezar;no;0;;;;0
